tenure,MonthlyCharges,TotalCharges,Contract,InternetService
4,19.9,76.65,Two year,No
5,24.95,100.4,Month-to-month,DSL
38,95.0,3605.6,One year,Fiber optic
2,80.45,137.1,Month-to-month,Fiber optic
59,65.5,3801.3,One year,DSL
47,90.05,4137.2,Month-to-month,Fiber optic
21,60.25,1258.35,One year,DSL
15,74.45,1145.7,Month-to-month,Fiber optic
5,30.5,167.2,Month-to-month,DSL
15,59.45,892.65,Month-to-month,DSL
72,104.45,7459,One year,Fiber optic
45,50.25,2221.55,Month-to-month,DSL
48,39.4,1978.65,Two year,DSL
17,101.8,1752.45,Month-to-month,Fiber optic
27,50.35,1411.35,Month-to-month,DSL
45,109.75,4900.65,Two year,Fiber optic
10,102.1,1068.85,Month-to-month,Fiber optic
1,49.3,49.3,Month-to-month,DSL
22,94.95,2142.8,Month-to-month,Fiber optic
20,70.55,1493.55,Month-to-month,Fiber optic
7,24.7,149.05,Month-to-month,DSL
1,50.7,50.7,Month-to-month,DSL
24,53.6,1315.35,Month-to-month,DSL
68,24.0,1664.3,Two year,No
20,84.35,1745.2,Month-to-month,Fiber optic
25,38.1,970.4,One year,DSL
1,43.3,43.3,Month-to-month,DSL
64,43.85,2751,Month-to-month,DSL
64,99.0,6375.8,Two year,Fiber optic
20,25.55,507.4,Month-to-month,No
35,99.25,3532,One year,Fiber optic
72,114.3,8058.55,Two year,Fiber optic
43,94.35,3921.3,One year,Fiber optic
53,95.95,5036.9,One year,Fiber optic
69,23.95,1713.1,Two year,No
1,49.65,49.65,Month-to-month,DSL
32,93.4,2979.3,Month-to-month,Fiber optic
71,19.1,1372.45,Two year,No
33,20.35,689.75,Two year,No
10,19.85,193.05,Month-to-month,No
37,26.45,911.6,Month-to-month,No
7,71.35,515.75,Month-to-month,DSL
57,53.75,3196,Month-to-month,DSL
47,20.25,1029.8,Two year,No
5,68.95,351.5,Month-to-month,Fiber optic
61,105.55,6281.45,Month-to-month,Fiber optic
72,83.7,6096.9,Two year,DSL
35,19.6,686.95,Two year,No
56,101.05,5594,Month-to-month,Fiber optic
36,91.95,3301.05,Month-to-month,Fiber optic
20,98.55,2031.95,Month-to-month,Fiber optic
38,20.45,781.25,Month-to-month,No
43,104.6,4759.85,Two year,Fiber optic
8,87.1,713.6,Month-to-month,Fiber optic
9,19.9,164.6,One year,No
67,89.55,6038.55,One year,Fiber optic
1,44.45,44.45,Month-to-month,DSL
54,103.95,5639.05,One year,Fiber optic
1,20.05,20.05,Month-to-month,No
23,84.4,1936.85,Month-to-month,Fiber optic
20,94.1,1782.4,Month-to-month,Fiber optic
14,84.8,1203.9,Month-to-month,Fiber optic
18,49.85,865.75,Month-to-month,DSL
52,84.1,4348.65,Month-to-month,Fiber optic
1,20.9,20.9,Month-to-month,No
38,19.3,755.5,One year,No
5,75.55,413.65,Month-to-month,Fiber optic
1,19.6,19.6,Month-to-month,No
26,93.6,2404.1,Month-to-month,Fiber optic
66,108.1,7181.95,One year,Fiber optic
51,60.5,3121.45,Two year,DSL
10,75.05,786.3,Month-to-month,Fiber optic
5,21.05,113.85,Month-to-month,No
4,70.5,294.2,Month-to-month,Fiber optic
59,94.75,5597.65,Month-to-month,Fiber optic
5,74.35,334.8,Month-to-month,Fiber optic
5,64.35,352.65,Month-to-month,DSL
3,46.1,130.15,Month-to-month,DSL
48,44.8,2104.55,Month-to-month,DSL
72,24.85,1871.85,Two year,No
12,79.8,1001.2,Month-to-month,Fiber optic
2,95.1,180.25,Month-to-month,Fiber optic
72,109.15,7789.6,One year,Fiber optic
18,44.35,768.05,Month-to-month,DSL
45,81.0,3533.6,Two year,DSL
31,76.05,2227.8,Month-to-month,Fiber optic
10,20.0,198.7,Month-to-month,No
41,83.75,3273.55,Month-to-month,Fiber optic
2,49.4,106.55,Month-to-month,DSL
2,68.95,119.75,Month-to-month,Fiber optic
56,85.85,4793.8,One year,Fiber optic
71,100.55,7113.75,One year,Fiber optic
25,19.6,411.15,One year,No
11,19.55,223.15,Two year,No
12,89.55,1021.75,Month-to-month,Fiber optic
72,82.15,5784.3,Two year,DSL
71,113.15,7993.3,Two year,Fiber optic
27,30.75,805.1,Month-to-month,DSL
14,50.75,712.75,Month-to-month,DSL
17,80.85,1445.95,One year,DSL
33,103.75,3361.05,One year,Fiber optic
10,85.55,851.75,Month-to-month,Fiber optic
45,84.55,3713.95,Month-to-month,Fiber optic
57,20.75,1118.8,Two year,No
42,45.1,2049.05,One year,DSL
1,45.4,45.4,Month-to-month,DSL
8,49.55,393.45,Month-to-month,DSL
24,20.3,459.95,Month-to-month,No
24,81.0,1923.85,Month-to-month,DSL
32,19.8,607.7,One year,No
3,75.8,246.3,Month-to-month,Fiber optic
50,95.7,4816.7,Month-to-month,Fiber optic
12,49.2,571.15,Month-to-month,DSL
10,88.85,929.45,Month-to-month,Fiber optic
2,19.35,46.35,Month-to-month,No
10,95.35,898.35,Month-to-month,Fiber optic
9,95.5,829.1,Month-to-month,Fiber optic
8,105.5,829.55,Month-to-month,Fiber optic
49,75.2,3678.3,Month-to-month,Fiber optic
7,74.65,544.55,Month-to-month,Fiber optic
3,20.25,61.45,Month-to-month,No
33,93.8,3124.5,One year,Fiber optic
48,105.1,5083.55,Month-to-month,Fiber optic
3,74.45,221.1,Month-to-month,Fiber optic
40,54.55,2236.2,One year,DSL
5,69.75,324.6,Month-to-month,Fiber optic
5,94.85,462.8,Month-to-month,Fiber optic
3,107.95,313.6,Month-to-month,Fiber optic
47,63.8,3007.25,Two year,DSL
38,24.25,914.4,One year,No
67,50.9,3281.65,Two year,DSL
19,20.25,383.65,One year,No
55,19.4,1083,Two year,No
70,106.15,7475.1,One year,Fiber optic
58,50.3,2878.55,One year,DSL
8,94.7,740.3,Month-to-month,Fiber optic
4,80.85,302.75,Month-to-month,Fiber optic
2,49.25,97,Month-to-month,DSL
13,49.95,587.45,Month-to-month,DSL
3,69.65,220.1,Month-to-month,Fiber optic
10,29.6,299.05,Two year,DSL
48,100.05,4834,Month-to-month,Fiber optic
9,74.05,678.45,Month-to-month,Fiber optic
42,99.45,4138.05,Month-to-month,Fiber optic
35,25.4,949.8,Two year,No
2,54.85,104.2,Month-to-month,DSL
69,35.75,2492.25,One year,DSL
1,19.45,19.45,Month-to-month,No
6,50.05,288.35,Month-to-month,DSL
1,19.75,19.75,Month-to-month,No
43,26.45,1110.05,Two year,No
24,24.2,609.05,Two year,No
9,20.4,181.8,Month-to-month,No
23,96.9,2085.45,Month-to-month,Fiber optic
70,19.55,1462.05,Two year,No
12,78.95,927.35,Month-to-month,Fiber optic
46,72.8,3249.4,Month-to-month,Fiber optic
52,19.2,1054.75,Two year,No
72,24.3,1643.25,Two year,No
18,80.65,1451.9,Month-to-month,Fiber optic
16,68.25,1114.85,Two year,DSL
64,68.3,4378.8,Two year,DSL
2,46.6,87.9,Month-to-month,DSL
72,90.45,6565.85,Two year,Fiber optic
63,40.6,2588.95,One year,DSL
1,70.3,70.3,Month-to-month,Fiber optic
1,20.15,20.15,Month-to-month,No
59,34.8,1980.3,One year,DSL
51,80.75,4116.9,Month-to-month,Fiber optic
6,63.4,348.8,Two year,DSL
57,69.75,3894.4,Two year,DSL
46,100.25,4753.85,One year,Fiber optic
14,55.0,771.95,Month-to-month,DSL
11,53.75,608,Month-to-month,DSL
3,20.0,61.7,Month-to-month,No
40,63.9,2635,One year,DSL
33,79.0,2576.8,Month-to-month,Fiber optic
9,81.15,784.45,Month-to-month,Fiber optic
22,61.15,1422.05,Month-to-month,DSL
15,19.6,331.6,Two year,No
0,25.75, ,Two year,No
3,73.6,232.5,Month-to-month,Fiber optic
13,83.2,1060.6,Month-to-month,Fiber optic
21,20.0,417.7,Month-to-month,No
6,59.45,357.6,Month-to-month,DSL
8,75.6,535.55,Month-to-month,Fiber optic
3,50.5,147.75,Month-to-month,DSL
63,19.55,1245.6,Two year,No
50,19.85,943.1,One year,No
65,111.05,7107,Month-to-month,Fiber optic
44,73.85,3122.4,Month-to-month,Fiber optic
2,49.05,91.1,Month-to-month,DSL
10,79.95,857.2,Month-to-month,Fiber optic
47,100.05,4871.05,Month-to-month,Fiber optic
69,95.75,6511.25,One year,Fiber optic
25,34.0,853,Month-to-month,DSL
12,50.95,605.75,Month-to-month,DSL
72,25.0,1802.55,Two year,No
31,25.0,789.2,Month-to-month,DSL
1,69.4,69.4,Month-to-month,Fiber optic
26,47.85,1190.5,One year,DSL
8,83.55,680.05,Month-to-month,Fiber optic
35,94.55,3365.4,Month-to-month,Fiber optic
28,100.2,2688.45,One year,Fiber optic
21,104.55,2239.4,One year,Fiber optic
13,66.4,831.75,Month-to-month,DSL
72,98.65,7129.45,Two year,Fiber optic
1,44.4,44.4,Month-to-month,DSL
70,19.85,1433.8,Two year,No
3,63.6,155.65,Month-to-month,DSL
13,67.8,842.25,Month-to-month,DSL
67,116.1,7839.85,Two year,Fiber optic
48,70.55,3420.5,One year,DSL
41,104.4,4133.95,Month-to-month,Fiber optic
57,74.3,4166.35,Two year,DSL
1,44.95,44.95,Month-to-month,DSL
40,24.6,973.95,Two year,No
1,75.75,75.75,Month-to-month,Fiber optic
23,19.65,436.9,One year,No
44,61.5,2722.2,One year,DSL
9,79.35,661.25,Month-to-month,Fiber optic
29,80.15,2265.25,Month-to-month,Fiber optic
17,55.5,934.15,Month-to-month,DSL
26,59.45,1507,One year,DSL
44,70.95,3250.45,One year,DSL
36,106.05,3834.4,Two year,Fiber optic
68,83.65,5733.4,One year,Fiber optic
5,34.25,163.55,Month-to-month,DSL
51,97.8,4913.3,Month-to-month,Fiber optic
57,89.55,5012.35,Two year,DSL
72,67.2,4671.7,Two year,DSL
11,45.9,521.9,Month-to-month,DSL
3,58.7,168.6,Month-to-month,DSL
22,81.7,1820.9,Month-to-month,Fiber optic
59,20.6,1286,Two year,No
61,103.9,6449.15,One year,Fiber optic
59,82.95,4903.15,One year,Fiber optic
36,94.8,3565.65,Month-to-month,Fiber optic
5,20.25,109.8,Month-to-month,No
1,50.15,50.15,Month-to-month,DSL
12,73.3,828.05,Month-to-month,Fiber optic
1,20.65,20.65,Month-to-month,No
40,70.75,2921.75,One year,DSL
42,92.15,3875.4,Month-to-month,Fiber optic
69,19.7,1396.9,Two year,No
28,64.4,1802.15,Month-to-month,DSL
58,99.15,5720.95,One year,Fiber optic
71,116.25,8564.75,Two year,Fiber optic
70,80.6,5460.2,Two year,DSL
52,24.8,1229.1,Two year,No
18,25.55,467.85,Month-to-month,DSL
72,82.3,5980.55,Two year,DSL
18,49.4,874.8,Month-to-month,DSL
57,70.35,4124.65,Two year,DSL
27,56.7,1652.95,Month-to-month,DSL
24,104.65,2542.45,Month-to-month,Fiber optic
10,20.45,242.4,One year,No
72,24.9,1859.2,Two year,No
7,25.05,152.95,Month-to-month,No
54,70.7,3770,One year,DSL
44,85.15,3670.5,Month-to-month,Fiber optic
56,80.9,4557.5,One year,Fiber optic
1,19.55,19.55,Month-to-month,No
72,111.6,8012.75,Two year,Fiber optic
12,78.3,909.25,Month-to-month,Fiber optic
28,54.35,1426.45,One year,DSL
72,104.15,7303.05,One year,Fiber optic
5,50.35,237.25,Month-to-month,DSL
30,95.0,2852.4,Month-to-month,Fiber optic
22,100.65,2415.95,Month-to-month,Fiber optic
65,104.25,6812.95,Month-to-month,Fiber optic
49,84.5,3906.7,Month-to-month,Fiber optic
13,81.15,952.3,Month-to-month,Fiber optic
54,109.75,6110.2,Two year,Fiber optic
57,20.75,1123.15,Two year,No
1,44.15,44.15,Month-to-month,DSL
71,90.3,6287.3,Two year,DSL
1,48.45,48.45,Month-to-month,DSL
70,79.4,5528.9,One year,DSL
52,66.25,3330.1,Two year,DSL
56,90.55,5116.6,Month-to-month,Fiber optic
11,29.6,346.45,Month-to-month,DSL
5,19.95,107.05,Month-to-month,No
12,34.0,442.45,Month-to-month,DSL
6,91.1,455.3,Month-to-month,Fiber optic
2,79.75,159.4,Month-to-month,Fiber optic
50,103.05,5153.5,One year,Fiber optic
41,80.25,3439,Month-to-month,Fiber optic
68,86.5,5882.75,Two year,DSL
22,80.0,1706.45,Month-to-month,Fiber optic
51,106.8,5498.8,One year,Fiber optic
30,68.95,2038.7,One year,DSL
40,89.6,3488.15,One year,Fiber optic
65,99.35,6347.55,Two year,Fiber optic
68,19.5,1193.55,One year,No
10,59.65,638.95,Month-to-month,DSL
64,94.6,5948.7,Two year,Fiber optic
58,106.45,6145.85,One year,Fiber optic
15,19.5,239.75,One year,No
71,106.75,7283.25,Two year,Fiber optic
4,98.1,396.3,Month-to-month,Fiber optic
72,86.6,6350.5,Two year,DSL
25,94.7,2362.1,Month-to-month,Fiber optic
44,77.55,3471.1,One year,DSL
5,75.15,392.65,Month-to-month,DSL
33,44.55,1462.6,Month-to-month,DSL
1,49.9,49.9,Month-to-month,DSL
14,92.9,1337.45,Month-to-month,Fiber optic
20,20.35,442.6,Month-to-month,No
8,66.7,579,Month-to-month,DSL
3,29.8,94.4,Month-to-month,DSL
67,19.4,1284.2,Two year,No
72,87.55,6463.15,Two year,DSL
1,71.15,71.15,Month-to-month,Fiber optic
40,71.35,2847.2,Month-to-month,DSL
60,23.95,1506.4,One year,No
56,44.85,2564.95,Month-to-month,DSL
24,83.15,2033.05,One year,Fiber optic
72,68.4,4855.35,Two year,DSL
12,19.8,202.25,One year,No
52,44.25,2276.1,One year,DSL
4,25.15,99.95,Month-to-month,DSL
6,49.15,295.65,Month-to-month,DSL
6,47.95,305.1,Month-to-month,DSL
66,110.9,7432.05,One year,Fiber optic
71,19.45,1378.45,Two year,No
12,19.8,229.6,One year,No
3,74.4,229.55,Month-to-month,Fiber optic
13,56.0,764.55,Month-to-month,DSL
53,104.05,5566.4,Two year,Fiber optic
11,20.05,237.7,One year,No
13,85.95,1215.65,Month-to-month,Fiber optic
11,25.2,245.15,One year,No
12,99.7,1238.45,Month-to-month,Fiber optic
33,20.1,620.55,One year,No
63,19.35,1263.85,Two year,No
13,73.75,956.65,Month-to-month,Fiber optic
18,55.2,1058.1,Month-to-month,DSL
6,74.4,434.1,Month-to-month,Fiber optic
46,80.4,3605.2,Month-to-month,Fiber optic
10,79.85,887.35,Month-to-month,Fiber optic
34,70.0,2416.1,Month-to-month,Fiber optic
67,25.1,1672.15,Two year,No
4,74.4,299.7,Month-to-month,DSL
20,68.7,1416.2,One year,DSL
1,70.0,70,Month-to-month,Fiber optic
1,20.5,20.5,Month-to-month,No
14,75.35,1025.95,Month-to-month,Fiber optic
46,84.8,3958.85,Month-to-month,Fiber optic
14,69.2,944.65,Month-to-month,DSL
8,19.2,156.85,Month-to-month,No
8,45.15,438.4,Month-to-month,DSL
36,94.7,3512.5,Month-to-month,Fiber optic
5,79.9,343.95,Month-to-month,Fiber optic
22,51.1,1232.9,Month-to-month,DSL
42,33.55,1445.3,One year,DSL
6,19.55,122.9,Month-to-month,No
26,85.8,2193.65,Month-to-month,Fiber optic
57,39.3,2111.45,Month-to-month,DSL
42,80.45,3375.9,One year,DSL
1,79.65,79.65,Month-to-month,Fiber optic
16,91.55,1540.05,Month-to-month,Fiber optic
18,95.05,1679.4,Month-to-month,Fiber optic
22,69.75,1545.4,Month-to-month,DSL
56,24.45,1385.85,Two year,No
4,68.65,261.25,Month-to-month,DSL
26,19.3,504.2,One year,No
34,56.25,1765.95,Month-to-month,DSL
26,49.15,1237.3,Month-to-month,DSL
26,69.05,1815.65,Month-to-month,Fiber optic
32,101.35,3334.9,Month-to-month,Fiber optic
4,84.8,371.9,Month-to-month,Fiber optic
1,74.0,74,Month-to-month,Fiber optic
7,84.35,609.65,Month-to-month,Fiber optic
53,20.8,1021.8,One year,No
3,30.4,82.15,Month-to-month,DSL
67,19.95,1311.75,Two year,No
50,95.7,4729.75,Month-to-month,Fiber optic
1,19.65,19.65,Month-to-month,No
9,20.25,186.15,Month-to-month,No
2,44.6,80.55,Month-to-month,DSL
1,25.25,25.25,Month-to-month,DSL
43,104.3,4451.85,One year,Fiber optic
70,48.4,3442.8,Two year,DSL
71,19.8,1388.45,Two year,No
44,92.95,4122.9,Month-to-month,Fiber optic
2,70.7,140.7,Month-to-month,Fiber optic
4,77.95,305.55,Month-to-month,Fiber optic
3,55.1,154.65,Month-to-month,DSL
28,64.45,1867.6,Month-to-month,DSL
29,75.3,2263.4,Month-to-month,Fiber optic
1,70.05,70.05,Month-to-month,Fiber optic
9,99.45,919.4,Month-to-month,Fiber optic
71,108.05,7532.15,Two year,Fiber optic
41,73.0,3001.2,One year,DSL
56,100.3,5614.45,One year,Fiber optic
1,25.7,25.7,Month-to-month,DSL
52,39.1,1982.1,Two year,DSL
67,102.95,6886.25,Month-to-month,Fiber optic
29,19.4,554.25,Two year,No
42,67.7,2882.25,One year,DSL
16,50.15,762.25,Month-to-month,DSL
14,31.1,419.7,Month-to-month,DSL
18,74.7,1294.6,Month-to-month,Fiber optic
12,99.45,1200.15,Month-to-month,Fiber optic
39,19.9,791.15,One year,No
32,69.75,2347.9,Month-to-month,Fiber optic
62,43.7,2618.3,Two year,DSL
1,20.95,20.95,Month-to-month,No
45,62.7,2791.5,One year,DSL
16,80.55,1248.9,Month-to-month,Fiber optic
1,62.8,62.8,Month-to-month,DSL
72,92.0,6782.15,Two year,DSL
3,35.15,99.75,Month-to-month,DSL
29,58.0,1734.5,One year,DSL
15,19.65,332.65,One year,No
68,107.15,7379.8,One year,Fiber optic
0,56.05, ,Two year,DSL
22,85.35,1961.6,Month-to-month,Fiber optic
1,84.5,84.5,Month-to-month,Fiber optic
45,73.55,3349.1,Two year,DSL
26,88.8,2274.35,Month-to-month,Fiber optic
72,91.95,6614.9,Two year,DSL
67,111.3,7567.2,Two year,Fiber optic
10,95.25,1021.55,Month-to-month,Fiber optic
1,89.9,89.9,Month-to-month,Fiber optic
51,30.05,1529.45,Month-to-month,DSL
1,93.3,93.3,Month-to-month,Fiber optic
56,25.15,1327.15,Two year,No
72,95.9,6954.15,Two year,Fiber optic
10,24.0,226.55,Month-to-month,No
22,20.3,475.1,One year,No
5,20.55,96.1,Month-to-month,No
30,77.9,2351.45,Month-to-month,Fiber optic
44,53.95,2375.4,One year,DSL
18,101.3,1794.65,Month-to-month,Fiber optic
2,44.3,89.3,Month-to-month,DSL
54,44.1,2369.7,One year,DSL
1,94.4,94.4,Month-to-month,Fiber optic
70,20.35,1458.1,Two year,No
10,84.6,865.55,Month-to-month,Fiber optic
29,94.65,2649.15,Month-to-month,Fiber optic
9,100.5,918.6,Month-to-month,Fiber optic
60,84.95,4984.85,Two year,DSL
27,89.2,2383.6,Month-to-month,Fiber optic
42,19.35,867.3,Two year,No
64,91.8,5960.5,Month-to-month,Fiber optic
65,24.75,1715.1,Two year,No
2,70.15,123.8,Month-to-month,Fiber optic
68,44.95,3085.35,Month-to-month,DSL
70,113.0,7987.6,Two year,Fiber optic
52,72.95,3829.75,Month-to-month,Fiber optic
68,70.8,4859.95,Two year,DSL
70,19.45,1303.5,Two year,No
67,60.5,3870,One year,DSL
28,85.45,2289.9,Month-to-month,Fiber optic
24,84.85,2048.8,Month-to-month,Fiber optic
2,80.15,194.55,Month-to-month,Fiber optic
68,78.45,5333.35,One year,DSL
58,86.1,4890.5,Two year,DSL
25,104.95,2566.5,Month-to-month,Fiber optic
10,35.75,389.8,Month-to-month,DSL
56,99.75,5608.4,One year,Fiber optic
31,90.55,2929.75,Month-to-month,Fiber optic
63,19.5,1215.1,Two year,No
22,55.15,1193.05,One year,DSL
7,20.65,134.05,One year,No
40,55.8,2109.35,Month-to-month,DSL
54,79.85,4308.25,Month-to-month,Fiber optic
43,25.7,1188.2,Two year,No
3,91.5,242.95,Month-to-month,Fiber optic
14,78.85,1043.8,Month-to-month,Fiber optic
1,19.65,19.65,One year,No
68,84.65,5683.6,Month-to-month,Fiber optic
62,20.45,1297.35,Two year,No
63,90.45,5825.5,One year,Fiber optic
29,80.1,2211.8,Month-to-month,DSL
29,87.8,2621.75,Month-to-month,Fiber optic
23,44.95,996.85,Month-to-month,DSL
2,80.55,188.1,Month-to-month,Fiber optic
8,80.0,624.6,Month-to-month,Fiber optic
36,80.4,2937.65,Month-to-month,Fiber optic
66,104.9,6891.45,One year,Fiber optic
16,89.45,1430.25,Month-to-month,Fiber optic
0,61.9, ,Two year,DSL
65,85.75,5688.45,Month-to-month,Fiber optic
49,103.0,5166.2,One year,Fiber optic
9,91.75,865.8,Month-to-month,Fiber optic
29,85.8,2440.25,Month-to-month,Fiber optic
1,76.4,76.4,Month-to-month,Fiber optic
23,94.75,2293.6,Month-to-month,Fiber optic
72,84.05,6052.25,Two year,Fiber optic
65,19.55,1218.65,Two year,No
9,102.6,897.75,Month-to-month,Fiber optic
27,104.3,2867.75,Month-to-month,Fiber optic
71,56.45,3985.35,One year,DSL
24,19.7,494.05,Two year,No
64,25.65,1740.8,Two year,No
72,61.2,4390.25,Two year,DSL
58,82.5,4828.05,Two year,Fiber optic
17,54.6,934.8,One year,DSL
5,80.1,398.55,Month-to-month,Fiber optic
61,68.05,4158.25,Two year,DSL
69,87.3,6055.55,One year,Fiber optic
50,114.35,5791.1,One year,Fiber optic
45,24.65,1171.3,Two year,No
10,19.8,196.75,Month-to-month,No
29,84.45,2467.1,Month-to-month,Fiber optic
66,105.95,6975.25,One year,Fiber optic
12,20.05,264.55,Two year,No
58,24.35,1423.85,Two year,No
8,66.25,546.45,Month-to-month,DSL
54,24.05,1230.9,Two year,No
42,84.35,3571.6,Two year,DSL
38,99.25,3777.15,Month-to-month,Fiber optic
12,84.45,1059.55,Month-to-month,Fiber optic
14,80.05,1112.3,Month-to-month,Fiber optic
68,88.0,6161.9,Two year,DSL
9,76.85,663.55,Month-to-month,Fiber optic
6,83.55,477.55,Month-to-month,Fiber optic
67,90.6,6056.15,One year,Fiber optic
52,106.5,5621.85,One year,Fiber optic
40,80.0,3168.75,Month-to-month,Fiber optic
1,69.95,69.95,Month-to-month,Fiber optic
10,95.1,865.1,Month-to-month,Fiber optic
42,25.25,1108.2,Two year,No
20,71.3,1389.2,Month-to-month,Fiber optic
46,19.95,907.05,Two year,No
7,96.2,639.7,Month-to-month,Fiber optic
70,25.15,1790.15,Two year,No
66,102.4,6471.85,Two year,Fiber optic
16,90.8,1442.2,Month-to-month,Fiber optic
22,25.25,555.4,Two year,No
1,69.65,69.65,Month-to-month,Fiber optic
3,30.75,82.85,Month-to-month,DSL
11,55.6,580.8,Month-to-month,DSL
2,20.0,40.9,Month-to-month,No
17,93.85,1625.65,Month-to-month,Fiber optic
1,70.1,70.1,Month-to-month,Fiber optic
1,20.2,20.2,Month-to-month,No
1,44.0,44,Month-to-month,DSL
64,24.7,1642.75,One year,No
2,78.55,149.55,Month-to-month,Fiber optic
1,80.3,80.3,Month-to-month,Fiber optic
72,53.8,3952.45,Two year,DSL
72,116.95,8594.4,Two year,Fiber optic
67,67.85,4627.65,Two year,DSL
72,73.45,5329,Two year,DSL
65,108.8,7082.45,Month-to-month,Fiber optic
72,19.75,1567,Two year,No
20,89.4,1871.15,Month-to-month,Fiber optic
2,86.85,156.35,Month-to-month,Fiber optic
70,99.35,6944.5,Two year,Fiber optic
68,44.8,2983.65,One year,DSL
49,88.2,4159.45,Month-to-month,Fiber optic
68,54.1,3794.5,Two year,DSL
30,19.7,625.05,One year,No
34,64.35,2053.05,One year,DSL
58,99.25,5846.65,One year,Fiber optic
12,21.05,235.8,Month-to-month,No
19,55.0,1046.5,Month-to-month,DSL
24,89.55,2259.35,Month-to-month,Fiber optic
22,94.7,1914.9,Month-to-month,Fiber optic
59,93.85,5574.75,Month-to-month,Fiber optic
22,25.25,566.5,Two year,No
56,54.05,2959.8,One year,DSL
32,90.95,2897.95,Month-to-month,Fiber optic
1,19.2,19.2,Month-to-month,No
72,106.1,7848.5,One year,Fiber optic
70,76.1,5264.25,Two year,DSL
18,99.85,1776.95,Month-to-month,Fiber optic
70,79.15,5536.5,Two year,DSL
66,75.1,5013,One year,DSL
51,34.2,1782,Two year,DSL
6,19.85,138.85,Month-to-month,No
2,93.85,196.75,Month-to-month,Fiber optic
67,50.55,3260.1,Two year,DSL
3,55.35,165.2,Month-to-month,DSL
71,19.9,1355.1,Two year,No
17,56.1,946.95,One year,DSL
45,100.85,4740,Month-to-month,Fiber optic
8,19.75,145,One year,No
71,85.75,6223.8,Two year,DSL
68,86.45,5762.95,One year,Fiber optic
2,80.65,144.15,Month-to-month,Fiber optic
37,19.8,813.3,Two year,No
31,88.65,2683.2,Month-to-month,Fiber optic
64,103.5,6548.65,Month-to-month,Fiber optic
52,80.95,4233.95,Two year,DSL
54,65.25,3529.95,One year,DSL
42,74.15,3229.4,Month-to-month,Fiber optic
27,19.4,529.8,Month-to-month,No
5,80.7,374.8,Month-to-month,Fiber optic
71,84.2,5956.85,Two year,DSL
7,89.35,631.85,Month-to-month,Fiber optic
4,29.15,110.05,Month-to-month,DSL
9,59.9,542.4,Month-to-month,DSL
72,108.65,7726.35,Two year,Fiber optic
62,84.95,5150.55,Two year,DSL
71,23.9,1626.4,Two year,No
14,89.95,1178.4,Month-to-month,Fiber optic
2,70.35,120.25,Month-to-month,Fiber optic
48,103.85,4946.05,Month-to-month,Fiber optic
72,112.75,8192.6,Two year,Fiber optic
19,34.95,610.2,Month-to-month,DSL
18,50.3,908.75,Month-to-month,DSL
54,80.6,4299.95,Two year,DSL
33,107.55,3645.5,Month-to-month,Fiber optic
6,78.65,483.3,Month-to-month,DSL
57,49.9,2782.4,Month-to-month,DSL
17,20.5,365.8,One year,No
1,74.3,74.3,Month-to-month,Fiber optic
1,20.35,20.35,Two year,No
57,19.6,1170.55,Two year,No
